	RNA.FC003_Epithelial.0	RNA.FC003_Epithelial.1	RNA.FC003_Epithelial.2	RNA.FC003_Epithelial.4	RNA.FC003_Epithelial.3	RNA.FC004_Epithelial.0	RNA.FC004_Epithelial.1	RNA.FC004_Epithelial.2	RNA.FC004_Epithelial.4	RNA.FC004_Epithelial.3	RNA.FC006_Epithelial.0	RNA.FC006_Epithelial.1	RNA.FC006_Epithelial.2	RNA.FC006_Epithelial.4	RNA.FC006_Epithelial.3	RNA.FC007_Epithelial.0	RNA.FC007_Epithelial.1	RNA.FC007_Epithelial.2	RNA.FC007_Epithelial.4	RNA.FC007_Epithelial.3	RNA.FC008_Epithelial.0	RNA.FC008_Epithelial.1	RNA.FC008_Epithelial.2	RNA.FC008_Epithelial.4	RNA.FC008_Epithelial.3	RNA.FC009_Epithelial.0	RNA.FC009_Epithelial.1	RNA.FC009_Epithelial.2	RNA.FC009_Epithelial.4	RNA.FC009_Epithelial.3	RNA.FC011_Epithelial.0	RNA.FC011_Epithelial.1	RNA.FC011_Epithelial.2	RNA.FC011_Epithelial.4	RNA.FC011_Epithelial.3	RNA.FC012_Epithelial.0	RNA.FC012_Epithelial.1	RNA.FC012_Epithelial.2	RNA.FC012_Epithelial.4	RNA.FC012_Epithelial.3	RNA.FC013_Epithelial.0	RNA.FC013_Epithelial.1	RNA.FC013_Epithelial.2	RNA.FC013_Epithelial.4	RNA.FC013_Epithelial.3	RNA.FC014_Epithelial.0	RNA.FC014_Epithelial.1	RNA.FC014_Epithelial.2	RNA.FC014_Epithelial.4	RNA.FC014_Epithelial.3	RNA.FC018_Epithelial.0	RNA.FC018_Epithelial.1	RNA.FC018_Epithelial.2	RNA.FC018_Epithelial.4
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	17410.47772	17436.17522	17656.23184	17511.44192	17626.27056	18013.98233	17918.21385	18589.97428	17800.94477	18502.40573	17402.70694	17554.50977	18887.63115	17633.97637	17814.08336	17445.4874	17361.74134	18410.92679	17772.46119	18004.27998	17520.88352	17406.29778	17870.40889	17814.85175	18251.07801	17823.51962	17858.18353	18546.69462	18023.91534	18104.95917	17381.74601	17562.79928	17332.54428	17491.82025	18448.4081	17348.30572	17425.66888	18028.83101	17784.02545	18074.03763	17308.64898	17492.50342	18262.53455	17846.09248	18170.89808	17888.3084	17828.14598	18138.77722	17668.30808	18263.98686	20875.19755	20935.37743	22854.55937	21585.74751
ACNMLr_neg	34461.34313	34860.20579	35159.85056	34766.17414	35482.0482	35808.22395	36086.99133	36750.88925	35209.73205	37165.96248	34739.34101	35148.95709	37771.48294	35126.00113	35611.96341	34782.24785	34677.49002	36781.59438	35566.56678	36027.88675	34722.89147	34741.36292	35390.23879	35219.48239	36204.94167	35791.03291	35947.97361	37646.84107	35663.18071	36387.64876	34647.58355	35107.65464	34509.02041	34560.42478	36680.78894	34554.69769	34911.64496	35880.74964	35398.05747	35955.90895	34621.0458	34995.46555	36453.19956	35479.02594	36285.93714	35961.71597	35999.5537	36257.89063	35557.06734	36636.81535	41465.27029	41341.76881	45348.82621	42645.78373
ACNMLr_pos	14245.74632	14633.57655	14174.72595	14011.77728	14369.82712	15150.59771	15386.64339	15221.6585	15374.02089	15623.20671	14546.40353	15099.87328	16330.25622	14173.94376	14683.47661	14527.2762	14622.85515	15264.16471	14952.01007	14813.46685	14619.98514	14729.3495	14722.31726	15187.1129	15413.36216	15087.54688	15357.97948	15787.83387	15100.34375	15478.98605	14579.67475	15055.13196	14523.27415	15008.75135	15742.7703	14552.30707	14794.19413	14901.70206	15018.09516	15182.97488	14452.60184	14693.23915	15164.3354	15020.30393	15199.96631	15218.26262	15284.68728	15215.45723	14949.48149	15070.31741	17198.14659	17409.72497	17992.86655	17570.31077
ACOAD10m_pos	2074.1441	2007.87048	1853.354907	1875.694845	2093.618473	2142.688143	1744.212031	2160.655159	1789.582644	1975.112831	2076.24101	1840.809982	1425.088963	2389.886304	2203.603033	2096.643889	1847.04676	1991.62126	1778.602868	1866.956004	2032.018477	1828.312369	2001.177008	1773.254708	2093.963223	2080.335922	1792.472359	1726.424025	1979.037408	2212.264067	2101.106554	1708.214074	2002.458808	1735.354651	2340.444705	2022.32177	1825.268355	1918.371609	1853.674264	2105.980772	1902.651857	1786.270952	1894.236429	1773.807421	2021.187431	2095.352026	1817.536193	2080.383097	1889.355237	2063.53875	2850	2329.488073	2850	2850
ACOAD1fm_pos	33137.34808	33017.04817	32884.72805	32169.36579	33260.05934	33906.49429	33040.11701	34075.2666	32549.47202	35269.98184	33095.46514	33141.17789	34019.23436	32969.34947	33673.79011	33662.90528	32559.29442	34479.76534	32748.07472	34214.34882	33573.56481	32904.89115	34014.80649	32662.06605	34390.758	33124.40266	32786.57318	34216.58449	32868.72019	33773.58789	33527.37917	32589.70073	33132.1063	32358.37248	33929.88688	33217.53881	32683.20691	33825.83806	32913.28236	33536.1371	32719.65286	32625.66488	33952.31432	32803.1997	34141.38476	34159.25392	33379.36243	34279.88596	33425.92889	34851.07977	40025.94651	36536.50246	41678.76393	39364.49798
ACOAD8m_pos	2016.665622	1836.596032	1962.483119	1678.152745	1955.052676	2319.03145	1732.460796	2382.336239	1687.080851	2564.472353	2093.59388	1783.012913	1923.330771	2389.886304	2459.826347	2126.627828	1759.41032	1901.909991	1738.039606	1953.243899	2179.020124	1910.850116	2149.833987	1838.736969	2132.717641	2048.204841	1751.667498	1872.980985	1875.414573	2060.133622	2247.884083	1763.848002	2085.084564	1570.12383	2390.948901	2072.94894	1780.997152	1889.198405	1710.25887	2119.931173	1913.448775	1707.162256	1832.270931	1651.779698	1969.103434	2175.789959	1863.025784	2080.693673	1994.288538	2356.593259	2850	1232.108032	2850	1515.303356
ACOAD9m_pos	20482.60437	20349.37166	20668.81551	19980.72166	20674.63825	21548.50868	20897.23964	21105.32158	19520.17187	22053.68444	20440.144	20363.87459	21005.68643	19767.37581	20121.59689	20748.942	20352.90627	21656.98068	20093.99774	21235.9924	21148.89777	20458.75145	21467.15185	19868.80417	21180.58457	21025.43321	20706.54801	21789.92936	19861.94778	21012.29342	20919.65324	20008.28545	20295.97003	19638.88967	20769.45379	20739.09088	20395.29487	21178.70249	20140.44386	20721.76616	20473.32638	20589.76731	21383.98106	20259.94039	21321.10762	21277.66694	20895.20697	21617.07906	20620.88122	21636.15491	23886.20004	22946.89744	26403.03254	21379.687
ACOAHi_pos	7674.296171	7551.026342	7625.515253	7543.365932	7548.23999	7941.629643	7561.734511	8209.903945	7067.760465	7928.051487	7543.922863	7486.120255	7897.657488	7173.514449	8161.379751	7519.361479	7194.370346	7384.083842	7164.462501	7506.811976	7580.181002	7358.664376	7551.299563	7107.136571	7785.394394	7695.331862	7544.766759	7984.067935	7424.238381	7566.038715	7652.395848	7350.37954	7450.186756	7149.399998	7756.478541	7374.771583	7206.24053	7248.036625	7201.154659	7387.372588	7288.246441	7164.039184	7428.354623	7237.175698	7471.546982	7625.607685	7501.57897	7531.337	7371.117539	7748.741897	9893.597868	8265.14148	9355.08658	8573.863238
ACOAO7p_pos	33403.99681	33304.97244	33586.65995	33214.0727	34046.64607	34157.57743	33751.03632	34846.6159	32949.27079	36265.94163	33371.06585	33643.79342	36074.75821	33043.37804	33893.07703	34069.66162	33537.87925	35316.31363	34146.91505	35128.18847	34203.79766	33746.39095	34673.04794	33861.32038	35245.62681	33652.67277	33363.99823	34856.72185	33810.06774	34247.69192	33901.98637	33527.64389	33800.63387	33379.44143	34751.73309	33734.71459	33610.66101	34783.77914	33970.10071	34737.0804	33557.995	33774.32213	34965.20325	34105.71587	35098.23841	34727.80108	34065.65858	34914.93711	34130.36058	35646.32548	39331.02092	36442.62261	40951.12725	38888.94658
ACOATA_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOATA_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACODA_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACONT_neg	2032.208328	2007.884596	1961.954771	1917.306789	1975.906987	1913.999052	1890.50076	2273.635598	1748.021218	2097.240774	1972.931279	1949.601807	2465.069797	1891.956897	1830.939574	2039.99776	1981.455474	1980.776651	1925.103511	1993.713877	1950.949861	1976.597698	2027.415433	1792.207282	1886.304854	1927.367022	1880.166489	2147.074321	1771.069928	1861.766032	1927.631753	1930.547109	1918.293525	1750.039385	2019.45902	2017.199621	1966.628949	1999.575359	1852.683126	1920.421258	2053.640133	1963.620055	1999.313979	1882.072004	2012.115633	2089.145691	2019.18414	2030.639577	2043.72242	2026.246782	2850	2850	2850	2850
ACONT_pos	2032.208328	2007.884596	1961.954771	1917.306789	1975.906987	1913.999052	1890.50076	2273.635598	1748.021218	2097.240774	1972.931279	1949.601807	2465.069797	1891.956897	1830.939574	2039.99776	1981.455474	1980.776651	1925.103511	1993.713877	1950.949861	1976.597698	2027.415433	1792.207282	1886.304854	1927.367022	1880.166489	2147.074321	1771.069928	1861.766032	1927.631753	1930.547109	1918.293525	1750.039385	2019.45902	2017.199621	1966.628949	1999.575359	1852.683126	1920.421258	2053.640133	1963.620055	1999.313979	1882.072004	2012.115633	2089.145691	2019.18414	2030.639577	2043.72242	2026.246782	2850	2850	2850	2850
ACONTm_neg	1564.628546	1658.797617	1426.482393	1481.545028	1510.701551	1444.071222	1522.313491	1985.453398	1210.574977	1860.122247	1441.098795	1552.392259	1695.209391	1237.333062	1260.232241	1668.900873	1588.739804	1510.413951	1480.053869	1514.684765	1543.629112	1617.503749	1621.398069	1321.096244	1447.695956	1475.701167	1433.249009	1983.065552	1262.240677	1424.556411	1479.565128	1601.108504	1443.629875	1295.765029	1709.042874	1613.82687	1580.412225	1544.71493	1364.591048	1442.285551	1688.968272	1580.494186	1607.417672	1460.51061	1621.439635	1729.398706	1684.514934	1630.703863	1696.360105	1614.370174	2850	2850	2850	2850
ACONTm_pos	1564.628546	1658.797617	1426.482393	1481.545028	1510.701551	1444.071222	1522.313491	1985.453398	1210.574977	1860.122247	1441.098795	1552.392259	1695.209391	1237.333062	1260.232241	1668.900873	1588.739804	1510.413951	1480.053869	1514.684765	1543.629112	1617.503749	1621.398069	1321.096244	1447.695956	1475.701167	1433.249009	1983.065552	1262.240677	1424.556411	1479.565128	1601.108504	1443.629875	1295.765029	1709.042874	1613.82687	1580.412225	1544.71493	1364.591048	1442.285551	1688.968272	1580.494186	1607.417672	1460.51061	1621.439635	1729.398706	1684.514934	1630.703863	1696.360105	1614.370174	2850	2850	2850	2850
ACOX22x_pos	95825.39497	96266.09874	96720.00525	94737.68194	96224.68138	97979.22845	97782.5839	99102.22477	95430.00364	99447.94523	96262.89973	96853.0899	101195.5925	94563.48284	97040.02109	96265.59828	95926.0941	99133.71391	96652.30949	97834.92682	97224.92907	96416.9211	97880.24405	95953.73912	98334.27118	97521.13511	97315.06528	100111.0624	96522.11033	97307.88582	96184.18419	95842.73054	95273.40387	94579.68457	96933.46584	96258.2008	96134.99034	97435.78091	95865.32917	96904.07557	96141.76847	96408.68972	98283.17879	96357.82054	98057.98269	98398.36622	97899.15794	98630.60646	97302.20522	98666.77262	110020.1483	105512.3946	111022.01	101390.6464
ACOX2x_pos	89289.33254	89966.68123	89841.17534	87929.18327	90008.45966	92047.34652	92185.92516	92811.74828	90543.68968	93958.70027	90419.0146	90966.70559	96348.54018	89569.16442	90234.74739	90538.98641	90435.91189	93605.16889	91222.08529	92310.42229	91314.471	90818.70887	92006.86746	90933.99602	92753.60824	91664.64861	91781.24254	94422.32312	91372.89802	91649.88368	90469.50369	90679.69972	89944.66652	89525.40256	91859.09643	90564.56081	90807.98391	91951.94722	91015.08367	92274.98048	90662.5077	91206.36622	92964.89426	91275.36589	92644.16675	92445.67295	92161.90717	92760.34775	91468.36592	93133.65603	103215.2252	100100.2405	105142.1049	96658.75822
ACP1_FMN__pos	7293.511106	7492.201084	7042.795123	7009.610411	7122.472316	7835.68885	7777.266976	7825.353728	7990.006318	8340.446548	7510.271932	7682.671657	8644.85726	7011.349197	7569.159615	7394.104174	7493.110326	7733.909745	7682.406722	7643.448589	7473.531423	7525.571104	7480.658897	7788.66754	7796.904324	7711.868664	7751.458926	8012.130476	7961.108471	7896.934955	7440.279931	7613.308557	7439.279336	7658.075668	8144.781213	7393.099081	7520.566267	7520.784017	7709.672228	7713.417258	7379.156384	7465.568862	7725.226819	7649.817726	7795.554216	7801.622016	7778.723862	7660.022882	7635.280643	7807.002292	9155.063525	8929.407056	9412.202586	8882.718552
ACRNtm_pos	8446.56371	8396.612255	8513.536346	8378.381457	8915.900294	8889.206805	8805.973384	9302.990415	8775.014303	9392.469854	8569.940344	8544.371992	9431.616501	8383.634266	8816.522486	8730.788668	8542.36613	8849.771618	8681.65865	9099.298374	8572.90043	8454.049379	8635.053878	8573.238576	9074.801853	8739.530359	8637.194991	8842.452284	8719.523405	8860.230004	8610.806029	8466.807077	8705.543409	8511.749703	9069.787926	8491.030568	8439.579157	8700.40582	8636.641046	8899.647532	8354.583154	8453.160425	8773.576442	8661.104494	8864.813881	8695.756122	8551.708209	8579.424135	8646.864286	9005.819696	8830.817216	8337.9494	10168.2476	10003.27072
ACS2_pos	7744.166426	7692.669867	7686.872178	7631.339333	7632.637699	8045.184791	7667.6456	8135.106871	7270.701965	8089.738759	7636.998785	7557.790298	8042.815168	7198.270001	8194.525945	7608.003823	7336.882552	7504.05272	7232.563597	7609.383047	7650.119931	7447.744654	7647.914474	7228.807265	7975.951394	7790.100874	7647.123479	8130.260866	7507.284794	7704.119854	7732.148844	7474.756465	7540.764466	7276.397763	7888.126777	7462.497022	7298.086705	7341.740226	7308.747572	7568.229182	7378.699644	7241.025874	7536.53356	7344.513041	7585.537595	7735.274374	7610.118286	7619.529868	7479.380791	7857.027242	10275.09856	8448.749524	9412.657322	8623.197624
ACSOMT_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSRTNMT_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACS_pos	7751.651526	7646.748082	7686.872178	7631.339333	7632.637699	8026.901578	7650.04319	8266.281759	7158.484757	8089.738759	7636.998785	7557.790298	8042.815168	7198.270001	8194.525945	7580.361406	7276.466278	7504.05272	7232.563597	7609.383047	7645.884724	7439.480172	7621.122844	7228.807265	7930.497702	7784.169017	7656.13441	8130.260866	7507.284794	7673.597626	7735.239188	7441.861263	7540.764466	7276.397763	7888.126777	7444.704832	7287.170566	7334.242075	7287.057526	7481.068699	7375.167453	7251.328408	7539.986327	7340.524098	7581.625061	7719.165392	7598.852906	7613.171055	7461.107912	7857.027242	10275.09856	8301.369483	9412.657322	8623.197624
ACSm_pos	8949.089327	8592.980536	8711.987963	8692.545051	8848.26372	9392.76787	8529.21305	9745.388146	8290.157153	9278.032065	8901.117728	8647.43692	9160.759974	9003.274781	9938.613557	8864.129568	8269.172873	8797.294593	8616.34426	8937.19475	9041.784178	8491.802506	9029.020475	8541.140563	9329.329616	8902.99533	8419.440427	8880.36084	8464.398765	8891.663544	9099.376868	8530.325464	8792.536524	8473.989414	9489.146434	8800.835484	8352.466698	8693.014604	8467.189765	8836.088352	8615.692691	8260.439261	8752.074864	8532.962602	8930.854039	9006.519032	8494.822404	8799.434595	8592.035091	9103.977426	10876.24385	10461.24916	11503.98748	11287.4294
ACTLMO_pos	8837.508955	8934.932151	8939.311404	8817.16442	8876.812123	9139.095533	9124.416565	9321.990942	9043.417734	9444.225252	8781.0695	9180.2065	9617.062491	9205.836552	8786.174347	8951.064732	8928.211381	9343.772123	9031.969071	9136.698448	9031.195098	9013.29342	9183.320103	9202.263892	9364.3051	8973.018794	9141.467646	9130.028583	8922.16896	9235.707347	9133.133969	9076.384909	8889.764464	8996.195132	9277.447736	8886.516232	8981.27343	9160.793925	9064.195291	9283.566798	8946.328142	9011.287606	9253.388304	9087.507652	9259.865099	9133.789406	9143.715852	9276.987503	9176.759962	9554.92571	10559.43481	10001.92116	10014.96325	9980.151664
ACTNMO_pos	25422.99174	25178.58433	25477.72542	24845.59955	25332.53133	26173.11898	25063.32868	26518.62278	24574.9834	26126.0848	25412.3998	25244.01196	25691.06041	25346.39439	25704.2019	25392.30722	24503.51761	25971.29753	24751.47098	25696.22158	25835.64698	24968.06187	25975.91503	24621.99141	26024.99383	25749.17684	25151.03339	26023.65889	24541.79372	25593.72139	25748.81417	24664.15105	24962.94958	24241.37063	25416.89322	25470.1964	24744.5402	25682.63143	24472.67636	25309.22906	24875.32862	24461.46766	25378.21056	24535.58458	25410.52143	26151.10497	25293.09993	26049.86865	25524.56009	25782.97908	28404.92457	27589.0527	30026.64083	26113.8529
ACYP_pos	6180.265449	6317.002969	6194.68373	6024.420904	6283.272677	6619.59638	6697.562132	6683.069622	6674.086219	6852.962236	6409.560713	6525.361255	7729.646002	6253.934699	6444.611457	6380.069041	6466.47395	6953.855239	6561.011625	6550.545031	6475.641984	6467.315118	6576.432631	6708.309555	6707.067765	6604.062693	6762.274582	6942.652662	6597.998216	6753.149774	6312.41234	6479.429594	6304.52667	6507.163682	7010.041339	6422.142737	6520.833942	6701.844041	6619.085593	6775.530732	6452.111673	6598.611673	6913.44524	6723.05839	6872.858814	6629.313107	6648.8169	6719.011674	6507.295292	6670.122817	8274.106997	7948.740848	8878.721696	8245.104005
ACt2m_neg	9008.132669	8967.94648	8965.784881	8714.599032	9195.90833	9459.265128	9256.25634	9884.625975	8809.630035	9565.387077	9021.146398	9089.304407	9475.735455	9140.043374	9671.582587	9023.934393	8839.82658	9038.557117	8820.244904	9187.908153	9018.437197	8901.945766	8997.83332	8884.168956	9380.501147	9251.542873	9235.794685	9787.663358	9242.837904	9320.935275	9101.407967	8930.679099	9027.173741	8872.495917	9469.658173	8867.065495	8823.960499	8923.115456	8873.5498	9060.170387	8802.586368	8828.108681	9041.907989	8926.022792	9142.585455	9115.637174	9067.718787	9015.500881	8981.085341	9501.094148	10548.6988	9362.525469	11207.07208	10089.5891
ACt2m_pos	8516.383599	8596.866039	8476.915685	8461.263084	8760.887795	8822.127288	9011.785853	8696.900463	8747.220157	9466.19993	8595.551976	8699.13471	8447.76116	7947.583022	8482.97612	8590.048152	8539.287916	8764.135093	8722.680473	9172.645028	8706.807267	8678.131062	8838.741146	8520.604681	9084.738495	8658.835653	8810.363493	8365.855295	8618.892447	9206.864057	8401.175605	8402.008462	8320.627105	8693.637225	9371.197106	8527.360909	8616.081207	8677.787442	8677.618715	8865.97636	8516.103427	8550.856901	8758.070707	8577.213982	8847.083562	8839.424388	8869.630836	8840.490967	8864.06375	9229.387673	9669.981074	9350.755175	10099.97031	9765.043197
ACt2r_neg	2034.925121	1992.835958	2179.501605	1857.39539	2065.85995	2016.240504	2261.665021	1972.640873	1766.877385	1732.673812	1943.406651	2009.22596	2007.307985	1488.423697	2029.259916	2072.713771	2146.755219	2239.075253	1984.167766	1880.441331	2167.868492	2180.732721	2151.317179	1769.951621	1753.119689	2036.233852	2085.806423	2436.05247	1953.13419	1874.329956	1969.10038	2023.826266	1822.81626	1719.762807	1656.080804	2154.376765	2153.259961	2231.787943	1993.039653	1990.909662	2081.590574	2271.445143	2268.158603	2111.995809	2022.44413	2231.177475	2319.063215	2436.948081	2042.020884	1856.894757	2735.251937	2850	2850	1515.303356
ACt2r_pos	2034.925121	1992.835958	2179.501605	1857.39539	2065.85995	2016.240504	2261.665021	1972.640873	1766.877385	1732.673812	1943.406651	2009.22596	2007.307985	1488.423697	2029.259916	2072.713771	2146.755219	2239.075253	1984.167766	1880.441331	2167.868492	2180.732721	2151.317179	1769.951621	1753.119689	2036.233852	2085.806423	2565.639246	1953.13419	1874.329956	1969.10038	2023.826266	1822.81626	1719.762807	1656.080804	2154.376765	2153.259961	2231.787943	1993.039653	1990.909662	2081.590574	2271.445143	2268.158603	2111.995809	2022.44413	2231.177475	2319.063215	2436.948081	2042.020884	1856.894757	2850	2850	2850	1515.303356
ACtg_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACtg_pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADA_pos	13773.20822	13964.4741	13819.74425	13587.33375	13861.22311	14278.52037	14506.53265	14681.38503	14665.60607	14320.33001	13900.59481	14143.57653	15507.45885	13746.99103	13772.27414	13954.80815	14107.12144	15133.61981	14415.10415	13770.64232	13979.05251	14071.22072	14263.99908	14166.10921	14482.86297	14295.30273	14473.01559	15140.84666	14493.83473	14491.81961	13908.19872	14204.48738	13798.38898	14200.96758	14119.37884	13969.29385	14171.19491	14512.01023	14362.12259	14621.82553	13936.14126	14171.67837	14744.35534	14391.703	14543.06222	14399.99327	14476.1659	14617.83925	14259.67012	13425.07303	16528.35246	16822.01245	17064.14022	16540.93258
ADAe_pos	14373.87355	14645.50534	14673.18093	14450.11007	14641.00855	14872.59145	15312.4086	15456.18488	15310.87199	15709.49841	14462.49673	14771.0546	16264.39255	14517.224	14461.9935	14643.66593	14937.17152	16061.31085	15297.02614	14864.10829	14780.02909	14878.60421	15141.7231	15289.72416	15355.59565	15039.41779	15197.0665	16011.67388	15309.58497	15264.14912	14514.90094	15009.93227	14458.80777	14916.28122	15558.47625	14702.41693	15001.14143	15532.27607	15200.08854	15507.76876	14808.283	15067.21813	15734.92348	15356.93667	15515.42756	15256.69009	15330.15575	15527.13108	15133.69848	15217.26844	17582.98365	17671.57041	18505.64382	17036.2195
ADCim_pos	15958.89152	15762.32402	16384.32943	15698.09514	16290.32225	16538.83891	16172.71568	17103.39569	15621.37808	16432.32992	15806.90386	15947.64117	16530.86076	16113.03485	16627.55972	16008.69893	15775.51484	16830.50849	15874.84765	16190.69552	16448.65174	15990.27438	16690.18417	15530.62411	16426.62823	16157.08523	15888.40064	16913.15202	15770.23519	16149.14681	16142.59316	15678.77766	15724.76017	15366.87764	16143.61412	16113.58221	15871.30334	16685.88558	15777.56717	16084.97489	15923.75125	15972.94276	16556.79129	15917.50343	16433.77454	16553.63938	16286.6036	16890.78722	16071.95472	16193.01229	19239.12192	17930.54168	19981.65788	16547.82103
ADEt_neg	9694.862649	9806.449545	9999.750034	9687.131151	9837.546624	9865.103525	9938.121331	9975.853811	9728.857278	9674.648328	9829.758357	10059.75744	10438.94701	9165.663859	9838.565136	9805.499912	9859.56779	10351.27904	9781.245176	9625.777485	9852.589229	9943.005171	9990.659797	9689.54369	9840.12022	9835.301933	9895.112013	10283.45368	9920.081404	9904.811158	9771.812579	10020.14291	9701.567884	9707.344182	9794.619838	9871.579775	9938.364941	9984.047114	9939.917695	10002.69489	9838.464058	9870.896694	10075.86745	9820.850251	9887.409048	10030.63173	10100.71668	10171.57583	9944.820472	9511.841747	10988.36542	10892.62923	11151.27716	10669.21462
ADEt_pos	44157.05969	45071.53249	44500.80782	44077.58019	44199.48867	45666.33625	45900.01326	45993.82973	45453.95281	45827.02352	45078.79739	46044.92243	47751.19433	44584.28466	44905.87341	44711.49247	45364.71091	47177.24328	45647.50108	44784.3386	45318.45871	45617.93403	45827.43698	45858.91191	45613.69925	45358.00181	45640.41306	46088.04265	45758.12513	45410.65113	45044.71378	45427.28459	45046.49083	45653.74994	45735.3582	44998.51032	45577.9963	46177.45497	45703.47087	45683.68641	44985.94049	45542.23839	46507.81995	45882.25874	45982.84996	45925.83185	46336.15918	46311.55149	45926.59472	45097.42441	50485.54804	49941.20465	52056.84442	49569.85565
